,name,school,subschool,spell_level,casting_time,range,area,effect,targets,duration,saving_throw,spell_resistance,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,bloodline,patron
56,Burning Hands,evocation,,"sorcerer/wizard 1, witch 1, magus 1, bloodrager 1, shaman 1, occultist 1",1 standard action,15 ft.,cone-shaped burst,,,instantaneous,Reflex half,yes,1.0,1.0,,,,,,,,1.0,,,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Elemental (3), Orc (3)",Vengeance (2)
57,Call Lightning,evocation,,"druid 3, shaman 3, occultist 3",1 round,medium (100 ft. + 10 ft./level),,one or more 30-ft.-long vertical lines of lightning,,1 min./level,Reflex half,yes,,,,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Storms (6)
58,Call Lightning Storm,evocation,,"druid 5, shaman 5, occultist 5",1 round,long (400 ft. + 40 ft./level),,one or more 30-ft.-long vertical lines of lightning,,1 min./level,Reflex half,yes,,,,5.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Starsoul (9),Storms (10)
59,Calm Animals,enchantment,compulsion,"druid 1, ranger 1, shaman 1, psychic 1",1 standard action,close (25 ft. + 5 ft./2 levels),,,animals within 30 ft. of each other,1 min./level,Will negates,yes,,,,1.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
60,Calm Emotions,enchantment,compulsion,"bard 2, cleric/oracle 2, inquisitor 2, shaman 2, occultist 2, psychic 2, mesmerist 2",1 standard action,medium (100 ft. + 10 ft./level),creatures in a 20-ft.-radius spread,,,"concentration, up to 1 round/level",Will negates,yes,,,2.0,,,2.0,,,,,2.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,"Enchantment (4), Peace (4)"
61,Cat's Grace,transmutation,,"bard 2, druid 2, ranger 2, sorcerer/wizard 2, summoner/unchained summoner 2, alchemist 2, magus 2, bloodrager 2, psychic 2, mesmerist 2, medium 2",1 standard action,touch,,,creature touched,1 min./level,Will negates (harmless),yes,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,,,,,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Agility (4)
62,"Cat's Grace, Mass",transmutation,,"bard 6, druid 6, sorcerer/wizard 6, summoner 4, magus 6, psychic 6, unchained summoner 6",1 standard action,close (25 ft. + 5 ft./2 levels),,,"one creature/level, no two of which can be more than 30 ft. apart",1 min./level,Will negates (harmless),yes,6.0,6.0,,6.0,,6.0,,,4.0,,,,,6.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Agility (12)
63,Cause Fear,necromancy,,"antipaladin 1, bard 1, cleric/oracle 1, inquisitor 1, sorcerer/wizard 1, witch 1, bloodrager 1, shaman 1, occultist 1, psychic 1, mesmerist 1, spiritualist 1, medium 1",1 standard action,close (25 ft. + 5 ft./2 levels),,,one living creature with 5 or fewer HD,1d4 rounds or 1 round; see text,Will partial,yes,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Abyssal (3),
64,Chain Lightning,evocation,,"sorcerer/wizard 6, witch 7, magus 6, occultist 6",1 standard action,long (400 ft. + 40 ft./level),,,"one primary target, plus one secondary target/level (each of which must be within 30 ft. of the primary target)",instantaneous,Reflex half,yes,6.0,6.0,,,,,,,,7.0,,,,6.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Djinni (13), Stormborn (13)",
65,Changestaff,transmutation,,druid 7,1 round,touch,,,your touched staff,1 hour/level (D),none,no,,,,7.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
66,Chaos Hammer,evocation,,"cleric/oracle 4, inquisitor 4",1 standard action,medium (100 ft. + 10 ft./level),20-ft.-radius burst,,,instantaneous (1d6 rounds); see text,Will partial; see text,yes,,,4.0,,,,,,,,4.0,4.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
67,Charm Person,enchantment,charm,"bard 1, sorcerer/wizard 1, witch 1, shaman 1, occultist 1, psychic 1, mesmerist 1",1 standard action,close (25 ft. + 5 ft./2 levels),,,one humanoid creature,1 hour/level,Will negates,yes,1.0,1.0,,,,1.0,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Rakshasa (3),
68,Charm Animal,enchantment,charm,"druid 1, ranger 1, shaman 1, psychic 1",1 standard action,close (25 ft. + 5 ft./2 levels),,,one animal,1 hour/level,Will negates,yes,,,,1.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Pestilence (3),Animals (2)
69,Charm Monster,enchantment,charm,"bard 3, sorcerer/wizard 4, witch 4, summoner 3, occultist 4, psychic 4, mesmerist 3, unchained summoner 4",1 standard action,close (25 ft. + 5 ft./2 levels),,,one living creature,1 day/level,Will negates,yes,4.0,4.0,,,,3.0,,,3.0,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Infernal (9), Oni (9)",
70,"Charm Monster, Mass",enchantment,charm,"bard 6, sorcerer/wizard 8, witch 8, summoner/unchained summoner 6, occultist 6, psychic 8, mesmerist 6",1 standard action,close (25 ft. + 5 ft./2 levels),,,"One or more creatures, no two of which can be more than 30 ft. apart",1 day/level,Will negates,yes,8.0,8.0,,,,6.0,,,6.0,8.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
71,Chill Metal,transmutation,,"druid 2, occultist 2, psychic 2",1 standard action,close (25 ft. + 5 ft./2 levels),,,"metal equipment of one creature per two levels, no two of which can be more than 30 ft. apart; or 25 lbs. of metal/level, none of which can be more than 30 ft. away from any of the rest",7 rounds,Will negates (object),yes (object),,,,2.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
72,Chill Touch,necromancy,,"sorcerer/wizard 1, witch 1, magus 1, bloodrager 1, shaman 1, spiritualist 1",1 standard action,touch,,,creature or creatures touched (up to one/level),instantaneous,Fortitude partial or Will negates; see text,yes,1.0,1.0,,,,,,,,1.0,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Undead (3),
73,Circle Of Death,necromancy,,"sorcerer/wizard 6, inquisitor 6, spiritualist 6",1 standard action,medium (100 ft. + 10 ft./level),several living creatures within a 40-ft.-radius burst,,,instantaneous,Fortitude negates,yes,6.0,6.0,,,,,,,,,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daemon (13),Death (12)
74,Clairaudience/Clairvoyance,divination,scrying,"bard 3, sorcerer/wizard 3, witch 3, shaman 3, occultist 3, psychic 3, mesmerist 3, spiritualist 3, medium 2",10 minutes,long (400 ft. + 40 ft./level),,magical sensor,,1 min./level,none,no,3.0,3.0,,,,3.0,,,,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
75,Clenched Fist,evocation,,"sorcerer/wizard 8, psychic 8",1 standard action,medium (100 ft. + 10 ft./level),,10-ft. hand,,1 round/level,none,yes,8.0,8.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
76,Cloak of Chaos,abjuration,,cleric/oracle 8,1 standard action,20 ft.,,,one creature/level in a 20-ft.-radius burst centered on you,1 round/level,see text,yes (harmless),,,8.0,,,,,,,,,8.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
77,Clone,necromancy,,"sorcerer/wizard 8, witch 8",10 minutes,0 ft.,,one clone,,instantaneous,none,no,8.0,8.0,,,,,,,,8.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
78,Cloudkill,conjuration,creation,"sorcerer/wizard 5, witch 5, magus 5, spiritualist 5, unchained summoner 5",1 standard action,medium (100 ft. + 10 ft./level),,"cloud spreads in 20-ft. radius, 20 ft. high",,1 min./level,Fortitude partial; see text,no,5.0,5.0,,,,,,,,5.0,,,,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orc (11),
79,Color Spray,illusion,pattern,"sorcerer/wizard 1, magus 1, bloodrager 1, psychic 1, mesmerist 1",1 standard action,15 ft.,cone-shaped burst,,,instantaneous; see text,Will negates,yes,1.0,1.0,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
80,Command,enchantment,compulsion,"antipaladin 1, cleric/oracle 1, inquisitor 1, witch 1, occultist 1, psychic 1, mesmerist 1, medium 1",1 standard action,close (25 ft. + 5 ft./2 levels),,,one living creature,1 round,Will negates,yes,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Portents (2)
81,"Command, Greater",enchantment,compulsion,"cleric/oracle 5, inquisitor 5, occultist 5, psychic 5, mesmerist 4, medium 4",1 standard action,close (25 ft. + 5 ft./2 levels),,,"one creature/level, no two of which can be more than 30 ft. apart",1 round/level,Will negates,yes,,,5.0,,,,,,,,5.0,5.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Imperious (11),
82,Command Plants,transmutation,,"druid 4, ranger 3, shaman 4",1 standard action,close (25 ft. + 5 ft./2 levels),,,"up to 2 HD/level of plant creatures, no two of which can be more than 30 ft. apart",1 day/level,Will negates,yes,,,,4.0,3.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Verdant (9),
83,Command Undead,necromancy,,sorcerer/wizard 2,1 standard action,close (25 ft. + 5 ft./2 levels),,,one undead creature,1 day/level,Will negates; see text,yes,2.0,2.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Occult (4), Plague (4)"
84,Commune,divination,,"cleric/oracle 5, inquisitor 5, shaman 5, occultist 5",10 minutes,personal,,,you,1 round/level,,,,,5.0,,,,,,,,5.0,5.0,,,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ancestors (10)
85,Commune with Nature,divination,,"druid 5, ranger 4, shaman 5, psychic 5",10 minutes,personal,,,you,instantaneous,,,,,,5.0,4.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
86,Comprehend Languages,divination,,"bard 1, cleric/oracle 1, sorcerer/wizard 1, witch 1, inquisitor 1, alchemist 1, shaman 1, occultist 1, psychic 1, mesmerist 1, spiritualist 1, medium 1",1 standard action,personal,,,you,10 min./level,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
87,Cone of Cold,evocation,,"sorcerer/wizard 5, witch 6, magus 5, shaman 6, occultist 5",1 standard action,60 ft.,cone-shaped burst,,,instantaneous,Reflex half,yes,5.0,5.0,,,,,,,,6.0,,,,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Boreal (11), Oni (11)",Winter (10)
88,Confusion,enchantment,compulsion,"bard 3, sorcerer/wizard 4, witch 4, bloodrager 4, occultist 4, psychic 4, mesmerist 3, spiritualist 4",1 standard action,medium (100 ft. + 10 ft./level),,,all creatures in a 15-ft.-radius burst,1 round/level,Will negates,yes,4.0,4.0,,,,3.0,,,,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Impossible (9), Protean (9)","Deception (8), Insanity (8)"
89,"Confusion, Lesser",enchantment,compulsion,"bard 1, psychic 1, mesmerist 1, medium 1",1 standard action,close (25 ft. + 5 ft./2 levels),,,one living creature,1 round,Will negates,yes,,,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Impossible (3),
90,Consecrate,evocation,,"cleric/oracle 2, inquisitor 2",1 standard action,close (25 ft. + 5 ft./2 levels),20-ft.-radius emanation,,,2 hours/level,none,no,,,2.0,,,,,,,,2.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
91,Contact Other Plane,divination,,"sorcerer/wizard 5, witch 5, summoner 4, alchemist 5, occultist 4, psychic 5, spiritualist 5, unchained summoner 5",10 minutes,personal,,,you,concentration,,,5.0,5.0,,,,,,5.0,4.0,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harrow (11),Portents (10)
92,Contagion,necromancy,,"cleric/oracle 3, druid 3, sorcerer/wizard 4, antipaladin 3, bloodrager 4",1 standard action,touch,,,living creature touched,instantaneous,Fortitude negates,yes,4.0,4.0,3.0,3.0,,,,,,,,3.0,3.0,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pestilence (7), Daemon (9)",Plague (6)
93,Contingency,evocation,,"sorcerer/wizard 6, occultist 6, psychic 6",at least 10 minutes; see text,personal,,,you,1 day/level (D) or until discharged,,,6.0,6.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
94,Continual Flame,evocation,,"cleric/oracle 3, sorcerer/wizard 2, inquisitor 3, occultist 2, psychic 3",1 standard action,touch,,,"object touched Effect magical, heatless flame",permanent,none,no,2.0,2.0,3.0,,,,,,,,3.0,3.0,,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Light (4)
95,Control Plants,transmutation,,druid 8,1 standard action,close (25 ft. + 5 ft./2 levels),,,"up to 2 HD/level of plant creatures, no two of which can be more than 30 ft. apart",1 min./level,Will negates,no,,,,8.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Plant (16)
96,Control Undead,necromancy,,sorcerer/wizard 7,1 standard action,close (25 ft. + 5 ft./2 levels),,,"up to 2 HD/level of undead creatures, no two of which can be more than 30 ft. apart",1 min./level,Will negates,yes,7.0,7.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghoul (15),Plague (14)
97,Control Water,transmutation,,"cleric/oracle 4, druid 4, sorcerer/wizard 6, shaman 4",1 standard action,long (400 ft. + 40 ft./level),water in a volume of 10 ft./level by 10 ft./level by 2 ft./level,,,10 min./level,none; see text,no,6.0,6.0,4.0,4.0,,,,,,,,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Aquatic (11),"Moon (12), Water (8)"
98,Control Weather,transmutation,,"cleric/oracle 7, druid 7, sorcerer/wizard 7, witch 7, shaman 7",10 minutes; see text,2 miles,"2-mile-radius circle, centered on you; see text",,,4d12 hours; see text,none,no,7.0,7.0,7.0,7.0,,,,,,7.0,,7.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stormborn (15),"Winter (14), Storms (14)"
99,Control Winds,transmutation,,"druid 5, shaman 5, occultist 5",1 standard action,40 ft./level,40 ft./level radius cylinder 40 ft. high,,,10 min./level,Fortitude negates,no,,,,5.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
100,Create Food and Water,conjuration,creation,"cleric/oracle 3, shaman 3, occultist 3",10 minutes,close (25 ft. + 5 ft./2 levels),,food and water to sustain three humans or one horse/level for 24 hours,,24 hours; see text,none,no,,,3.0,,,,,,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
101,Create Undead,necromancy,,"cleric/oracle 6, sorcerer/wizard 6, shaman 6, spiritualist 6",1 hour,close (25 ft. + 5 ft./2 levels),,,one corpse,instantaneous,none,no,6.0,6.0,6.0,,,,,,,,,6.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Occult (12), Plague (12)"
102,Create Greater Undead,necromancy,,"cleric/oracle 8, sorcerer/wizard 8, shaman 8",1 hour,close (25 ft. + 5 ft./2 levels),,,one corpse,instantaneous,none,no,8.0,8.0,8.0,,,,,,,,,8.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Plague (16)
103,Create Water,conjuration,creation,"cleric/oracle 0, druid 0, paladin 1, inquisitor 0, shaman 0, occultist 0",1 standard action,close (25 ft. + 5 ft./2 levels),,up to 2 gallons of water/level,,instantaneous,none,no,,,0.0,0.0,,,1.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
104,Creeping Doom,conjuration,summoning,"druid 7, summoner 5, shaman 7, unchained summoner 6",1 standard action,close (25 ft. + 5 ft./2 levels)/100 ft.; see text,,four swarms of insects,,1 round/level,Fortitude partial; see text,no,,,,7.0,,,,,5.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pestilence (15),
105,Crushing Despair,enchantment,compulsion,"bard 3, sorcerer/wizard 4, witch 4, bloodrager 4, psychic 4, mesmerist 3, spiritualist 4",1 standard action,30 ft.,cone-shaped burst,,,1 min./level,Will negates,yes,4.0,4.0,,,,3.0,,,,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
106,Crushing Hand,evocation,,"sorcerer/wizard 9, psychic 9",1 standard action,medium (100 ft. + 10 ft./level),,10-ft. hand,,1 round/level,none,yes,9.0,9.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
107,Cure Light Wounds,conjuration,healing,"bard 1, cleric/oracle 1, druid 1, paladin 1, ranger 2, witch 1, inquisitor 1, alchemist 1, shaman 1, occultist 1, spiritualist 1",1 standard action,touch,,,creature touched,instantaneous,Will half (harmless); see text,yes (harmless); see text,,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
108,Cure Critical Wounds,conjuration,healing,"bard 4, cleric/oracle 4, druid 5, witch 5, inquisitor 4, alchemist 4, shaman 4, occultist 4, spiritualist 4",1 standard action,touch,,,creature touched,instantaneous,Will half (harmless); see text,yes (harmless); see text,,,4.0,5.0,,4.0,,4.0,,5.0,4.0,4.0,,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
109,"Cure Light Wounds, Mass",conjuration,healing,"bard 5, cleric/oracle 5, druid 6, witch 6, inquisitor 5, shaman 5, occultist 5",1 standard action,close (25 ft. + 5 ft./2 levels),,,"one creature/level, no two of which can be more than 30 ft. apart",instantaneous,Will half (harmless) or Will half; see text,yes (harmless) or yes; see text,,,5.0,6.0,,5.0,,,,6.0,5.0,5.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
110,"Cure Critical Wounds, Mass",conjuration,healing,"cleric/oracle 8, druid 9, witch 9, shaman 8",1 standard action,close (25 ft. + 5 ft./2 levels),,,"one creature/level, no two of which can be more than 30 ft. apart",instantaneous,Will half (harmless) or Will half; see text,yes (harmless) or yes; see text,,,8.0,9.0,,,,,,9.0,,8.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Healing (16)
111,Cure Moderate Wounds,conjuration,healing,"bard 2, cleric/oracle 2, druid 3, paladin 3, ranger 3, witch 2, inquisitor 2, alchemist 2, shaman 2, occultist 2, spiritualist 2",1 standard action,touch,,,creature touched,instantaneous,Will half (harmless); see text,yes (harmless); see text,,,2.0,3.0,3.0,2.0,3.0,2.0,,2.0,2.0,2.0,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
